order_date;document_number;costumer;product;unit_price;document_value;implant_date
12/09/2023;1705;32;1;100;100;05/06/2023
12/09/2023;1706;38;8;190;1520;13/07/2023
12/09/2023;1707;39;10;200;2000;15/07/2023
12/09/2023;1708;40;5;90;450;15/07/2023
12/09/2023;1709;46;8;190;1520;27/08/2023
12/09/2023;1710;46;9;200;1800;27/08/2023
12/09/2023;1711;48;3;120;360;29/08/2023
13/09/2023;1712;11;7;40;280;16/02/2023
13/09/2023;1713;18;6;30;180;18/03/2023
13/09/2023;1714;24;8;190;1520;22/04/2023
13/09/2023;1715;25;2;105;210;25/04/2023
13/09/2023;1716;36;9;200;1800;09/07/2023
13/09/2023;1717;37;4;150;600;10/07/2023
13/09/2023;1718;40;8;190;1520;15/07/2023
13/09/2023;1719;44;6;30;180;29/07/2023
13/09/2023;1720;48;8;190;1520;29/08/2023
14/09/2023;1721;3;1;100;100;15/01/2023
14/09/2023;1722;14;1;100;100;03/03/2023
14/09/2023;1723;14;10;200;2000;03/03/2023
14/09/2023;1724;20;1;100;100;29/03/2023
14/09/2023;1725;20;10;200;2000;29/03/2023
14/09/2023;1726;22;6;30;180;03/04/2023
14/09/2023;1727;27;5;90;450;04/05/2023
14/09/2023;1728;29;4;150;600;13/05/2023
14/09/2023;1729;33;4;150;600;08/06/2023
14/09/2023;1730;34;6;30;180;09/06/2023
14/09/2023;1731;38;8;190;1520;13/07/2023
14/09/2023;1732;40;5;90;450;15/07/2023
14/09/2023;1733;41;10;200;2000;24/07/2023
14/09/2023;1734;45;9;200;1800;30/07/2023
14/09/2023;1735;47;5;90;450;28/08/2023
14/09/2023;1736;47;10;200;2000;28/08/2023
14/09/2023;1737;47;6;30;180;28/08/2023
14/09/2023;1738;51;2;105;210;14/09/2023
15/09/2023;1739;20;4;150;600;29/03/2023
15/09/2023;1740;25;10;200;2000;25/04/2023
15/09/2023;1741;26;8;190;1520;26/04/2023
15/09/2023;1742;27;3;120;360;04/05/2023
15/09/2023;1743;27;3;120;360;04/05/2023
15/09/2023;1744;36;1;100;100;09/07/2023
15/09/2023;1745;37;6;30;180;10/07/2023
15/09/2023;1746;39;2;105;210;15/07/2023
15/09/2023;1747;41;6;30;180;24/07/2023
15/09/2023;1748;44;3;120;360;29/07/2023
15/09/2023;1749;47;3;120;360;28/08/2023
15/09/2023;1750;51;1;100;100;14/09/2023
16/09/2023;1751;6;4;150;600;01/02/2023
16/09/2023;1752;8;4;150;600;06/02/2023
16/09/2023;1753;8;4;150;600;06/02/2023
16/09/2023;1754;8;8;190;1520;06/02/2023
16/09/2023;1755;15;4;150;600;10/03/2023
16/09/2023;1756;16;2;105;210;10/03/2023
16/09/2023;1757;22;2;105;210;03/04/2023
16/09/2023;1758;24;4;150;600;22/04/2023
16/09/2023;1759;26;10;200;2000;26/04/2023
16/09/2023;1760;34;3;120;360;09/06/2023
16/09/2023;1761;34;4;150;600;09/06/2023
16/09/2023;1762;41;10;200;2000;24/07/2023
16/09/2023;1763;42;2;105;210;24/07/2023
16/09/2023;1764;43;9;200;1800;26/07/2023
16/09/2023;1765;44;10;200;2000;29/07/2023
16/09/2023;1766;50;10;200;2000;04/09/2023
16/09/2023;1767;51;6;30;180;14/09/2023
17/09/2023;1768;5;10;200;2000;31/01/2023
17/09/2023;1769;6;9;200;1800;01/02/2023
17/09/2023;1770;8;9;200;1800;06/02/2023
17/09/2023;1771;10;6;30;180;14/02/2023
17/09/2023;1772;27;4;150;600;04/05/2023
17/09/2023;1773;30;9;200;1800;23/05/2023
17/09/2023;1774;35;3;120;360;17/06/2023
17/09/2023;1775;35;6;30;180;17/06/2023
17/09/2023;1776;37;4;150;600;10/07/2023
17/09/2023;1777;37;2;105;210;10/07/2023
17/09/2023;1778;37;2;105;210;10/07/2023
17/09/2023;1779;38;10;200;2000;13/07/2023
17/09/2023;1780;41;1;100;100;24/07/2023
17/09/2023;1781;46;10;200;2000;27/08/2023
17/09/2023;1782;48;2;105;210;29/08/2023
17/09/2023;1783;49;1;100;100;30/08/2023
18/09/2023;1784;1;6;30;180;01/01/2023
18/09/2023;1785;4;9;200;1800;17/01/2023
18/09/2023;1786;8;10;200;2000;06/02/2023
18/09/2023;1787;10;2;105;210;14/02/2023
18/09/2023;1788;10;2;105;210;14/02/2023
18/09/2023;1789;11;9;200;1800;16/02/2023
18/09/2023;1790;12;4;150;600;19/02/2023
18/09/2023;1791;23;7;40;280;13/04/2023
18/09/2023;1792;28;1;100;100;08/05/2023
18/09/2023;1793;30;8;190;1520;23/05/2023
18/09/2023;1794;31;6;30;180;23/05/2023
18/09/2023;1795;35;6;30;180;17/06/2023
18/09/2023;1796;44;2;105;210;29/07/2023
18/09/2023;1797;44;5;90;450;29/07/2023
18/09/2023;1798;45;1;100;100;30/07/2023
18/09/2023;1799;47;4;150;600;28/08/2023
18/09/2023;1800;47;4;150;600;28/08/2023
18/09/2023;1801;49;3;120;360;30/08/2023
19/09/2023;1802;2;7;40;280;08/01/2023
19/09/2023;1803;9;10;200;2000;09/02/2023
19/09/2023;1804;10;6;30;180;14/02/2023
19/09/2023;1805;17;4;150;600;16/03/2023
19/09/2023;1806;18;6;30;180;18/03/2023
19/09/2023;1807;19;5;90;450;27/03/2023
19/09/2023;1808;26;5;90;450;26/04/2023
19/09/2023;1809;33;7;40;280;08/06/2023
19/09/2023;1810;35;4;150;600;17/06/2023
19/09/2023;1811;39;3;120;360;15/07/2023
19/09/2023;1812;39;2;105;210;15/07/2023
19/09/2023;1813;39;7;40;280;15/07/2023
19/09/2023;1814;40;9;200;1800;15/07/2023
19/09/2023;1815;41;9;200;1800;24/07/2023
19/09/2023;1816;45;9;200;1800;30/07/2023
19/09/2023;1817;48;5;90;450;29/08/2023
19/09/2023;1818;49;8;190;1520;30/08/2023
20/09/2023;1819;4;8;190;1520;17/01/2023
20/09/2023;1820;9;9;200;1800;09/02/2023
20/09/2023;1821;12;9;200;1800;19/02/2023
20/09/2023;1822;13;6;30;180;03/03/2023
20/09/2023;1823;19;5;90;450;27/03/2023
20/09/2023;1824;19;9;200;1800;27/03/2023
20/09/2023;1825;20;4;150;600;29/03/2023
20/09/2023;1826;21;3;120;360;01/04/2023
20/09/2023;1827;23;3;120;360;13/04/2023
20/09/2023;1828;26;1;100;100;26/04/2023
20/09/2023;1829;34;8;190;1520;09/06/2023
20/09/2023;1830;41;7;40;280;24/07/2023
20/09/2023;1831;42;10;200;2000;24/07/2023
20/09/2023;1832;42;7;40;280;24/07/2023
20/09/2023;1833;45;7;40;280;30/07/2023
20/09/2023;1834;46;7;40;280;27/08/2023
20/09/2023;1835;52;1;100;100;17/09/2023
21/09/2023;1836;13;7;40;280;03/03/2023
21/09/2023;1837;19;2;105;210;27/03/2023
21/09/2023;1838;22;3;120;360;03/04/2023
21/09/2023;1839;26;5;90;450;26/04/2023
21/09/2023;1840;26;3;120;360;26/04/2023
21/09/2023;1841;28;2;105;210;08/05/2023
21/09/2023;1842;30;10;200;2000;23/05/2023
21/09/2023;1843;37;2;105;210;10/07/2023
21/09/2023;1844;39;9;200;1800;15/07/2023
21/09/2023;1845;40;6;30;180;15/07/2023
21/09/2023;1846;41;5;90;450;24/07/2023
21/09/2023;1847;42;6;30;180;24/07/2023
21/09/2023;1848;52;7;40;280;17/09/2023
22/09/2023;1849;8;3;120;360;06/02/2023
22/09/2023;1850;18;4;150;600;18/03/2023
22/09/2023;1851;26;5;90;450;26/04/2023
22/09/2023;1852;28;9;200;1800;08/05/2023
22/09/2023;1853;33;2;105;210;08/06/2023
22/09/2023;1854;35;5;90;450;17/06/2023
22/09/2023;1855;35;5;90;450;17/06/2023
22/09/2023;1856;41;10;200;2000;24/07/2023
22/09/2023;1857;54;7;40;280;22/09/2023
23/09/2023;1858;12;10;200;2000;19/02/2023
23/09/2023;1859;13;9;200;1800;03/03/2023
23/09/2023;1860;24;5;90;450;22/04/2023
23/09/2023;1861;26;1;100;100;26/04/2023
23/09/2023;1862;27;9;200;1800;04/05/2023
23/09/2023;1863;28;2;105;210;08/05/2023
23/09/2023;1864;31;4;150;600;23/05/2023
23/09/2023;1865;36;10;200;2000;09/07/2023
23/09/2023;1866;38;8;190;1520;13/07/2023
23/09/2023;1867;39;5;90;450;15/07/2023
23/09/2023;1868;44;8;190;1520;29/07/2023
23/09/2023;1869;47;6;30;180;28/08/2023
23/09/2023;1870;52;3;120;360;17/09/2023
23/09/2023;1871;53;10;200;2000;21/09/2023
23/09/2023;1872;53;9;200;1800;21/09/2023
23/09/2023;1873;55;4;150;600;22/09/2023
24/09/2023;1874;16;4;150;600;10/03/2023
24/09/2023;1875;17;5;90;450;16/03/2023
24/09/2023;1876;19;6;30;180;27/03/2023
24/09/2023;1877;22;2;105;210;03/04/2023
24/09/2023;1878;34;9;200;1800;09/06/2023
24/09/2023;1879;34;7;40;280;09/06/2023
24/09/2023;1880;38;2;105;210;13/07/2023
24/09/2023;1881;41;7;40;280;24/07/2023
24/09/2023;1882;46;7;40;280;27/08/2023
24/09/2023;1883;48;8;190;1520;29/08/2023
24/09/2023;1884;48;10;200;2000;29/08/2023
25/09/2023;1885;3;7;40;280;15/01/2023
25/09/2023;1886;4;5;90;450;17/01/2023
25/09/2023;1887;9;4;150;600;09/02/2023
25/09/2023;1888;12;5;90;450;19/02/2023
25/09/2023;1889;18;7;40;280;18/03/2023
25/09/2023;1890;20;1;100;100;29/03/2023
25/09/2023;1891;23;7;40;280;13/04/2023
25/09/2023;1892;28;2;105;210;08/05/2023
25/09/2023;1893;30;4;150;600;23/05/2023
25/09/2023;1894;33;9;200;1800;08/06/2023
25/09/2023;1895;36;3;120;360;09/07/2023
25/09/2023;1896;41;10;200;2000;24/07/2023
25/09/2023;1897;42;5;90;450;24/07/2023
25/09/2023;1898;43;10;200;2000;26/07/2023
25/09/2023;1899;47;3;120;360;28/08/2023
25/09/2023;1900;51;8;190;1520;14/09/2023
25/09/2023;1901;52;7;40;280;17/09/2023
25/09/2023;1902;52;3;120;360;17/09/2023
25/09/2023;1903;53;5;90;450;21/09/2023
25/09/2023;1904;53;7;40;280;21/09/2023
25/09/2023;1905;53;10;200;2000;21/09/2023
26/09/2023;1906;6;5;90;450;01/02/2023
26/09/2023;1907;9;7;40;280;09/02/2023
26/09/2023;1908;19;10;200;2000;27/03/2023
26/09/2023;1909;22;8;190;1520;03/04/2023
26/09/2023;1910;30;8;190;1520;23/05/2023
26/09/2023;1911;34;1;100;100;09/06/2023
26/09/2023;1912;36;1;100;100;09/07/2023
26/09/2023;1913;45;2;105;210;30/07/2023
26/09/2023;1914;46;5;90;450;27/08/2023
26/09/2023;1915;51;1;100;100;14/09/2023
26/09/2023;1916;53;7;40;280;21/09/2023
26/09/2023;1917;53;4;150;600;21/09/2023
26/09/2023;1918;55;4;150;600;22/09/2023
26/09/2023;1919;56;8;190;1520;26/09/2023
27/09/2023;1920;7;1;100;100;06/02/2023
27/09/2023;1921;11;10;200;2000;16/02/2023
27/09/2023;1922;20;2;105;210;29/03/2023
27/09/2023;1923;27;2;105;210;04/05/2023
27/09/2023;1924;28;5;90;450;08/05/2023
27/09/2023;1925;30;7;40;280;23/05/2023
27/09/2023;1926;35;3;120;360;17/06/2023
27/09/2023;1927;38;10;200;2000;13/07/2023
27/09/2023;1928;42;4;150;600;24/07/2023
27/09/2023;1929;42;2;105;210;24/07/2023
27/09/2023;1930;49;2;105;210;30/08/2023
27/09/2023;1931;49;10;200;2000;30/08/2023
27/09/2023;1932;51;2;105;210;14/09/2023
27/09/2023;1933;53;4;150;600;21/09/2023
28/09/2023;1934;9;5;90;450;09/02/2023
28/09/2023;1935;13;2;105;210;03/03/2023
28/09/2023;1936;21;4;150;600;01/04/2023
28/09/2023;1937;25;8;190;1520;25/04/2023
28/09/2023;1938;30;10;200;2000;23/05/2023
28/09/2023;1939;36;3;120;360;09/07/2023
28/09/2023;1940;43;4;150;600;26/07/2023
28/09/2023;1941;44;7;40;280;29/07/2023
28/09/2023;1942;48;7;40;280;29/08/2023
28/09/2023;1943;56;4;150;600;26/09/2023
28/09/2023;1944;56;7;40;280;26/09/2023
29/09/2023;1945;12;4;150;600;19/02/2023
29/09/2023;1946;18;10;200;2000;18/03/2023
29/09/2023;1947;28;4;150;600;08/05/2023
29/09/2023;1948;29;7;40;280;13/05/2023
29/09/2023;1949;37;3;120;360;10/07/2023
29/09/2023;1950;42;4;150;600;24/07/2023
29/09/2023;1951;44;3;120;360;29/07/2023
29/09/2023;1952;46;8;190;1520;27/08/2023
29/09/2023;1953;46;5;90;450;27/08/2023
29/09/2023;1954;46;5;90;450;27/08/2023
29/09/2023;1955;51;7;40;280;14/09/2023
29/09/2023;1956;51;10;200;2000;14/09/2023
29/09/2023;1957;56;10;200;2000;26/09/2023
30/09/2023;1958;5;2;105;210;31/01/2023
30/09/2023;1959;7;2;105;210;06/02/2023
30/09/2023;1960;13;6;30;180;03/03/2023
30/09/2023;1961;22;10;200;2000;03/04/2023
30/09/2023;1962;25;5;90;450;25/04/2023
30/09/2023;1963;27;6;30;180;04/05/2023
30/09/2023;1964;34;5;90;450;09/06/2023
30/09/2023;1965;38;2;105;210;13/07/2023
30/09/2023;1966;40;1;100;100;15/07/2023
30/09/2023;1967;42;3;120;360;24/07/2023
30/09/2023;1968;42;6;30;180;24/07/2023
30/09/2023;1969;46;3;120;360;27/08/2023
30/09/2023;1970;49;9;200;1800;30/08/2023
30/09/2023;1971;49;9;200;1800;30/08/2023
30/09/2023;1972;54;4;150;600;22/09/2023
01/10/2023;1973;3;2;105;210;15/01/2023
01/10/2023;1974;5;4;150;600;31/01/2023
01/10/2023;1975;6;5;90;450;01/02/2023
01/10/2023;1976;6;3;120;360;01/02/2023
01/10/2023;1977;6;9;200;1800;01/02/2023
01/10/2023;1978;18;4;150;600;18/03/2023
01/10/2023;1979;22;4;150;600;03/04/2023
01/10/2023;1980;23;4;150;600;13/04/2023
01/10/2023;1981;29;8;190;1520;13/05/2023
01/10/2023;1982;32;9;200;1800;05/06/2023
01/10/2023;1983;36;2;105;210;09/07/2023
01/10/2023;1984;37;8;190;1520;10/07/2023
01/10/2023;1985;38;5;90;450;13/07/2023
01/10/2023;1986;38;5;90;450;13/07/2023
01/10/2023;1987;39;1;100;100;15/07/2023
01/10/2023;1988;42;1;100;100;24/07/2023
01/10/2023;1989;42;5;90;450;24/07/2023
01/10/2023;1990;45;10;200;2000;30/07/2023
01/10/2023;1991;45;6;30;180;30/07/2023
01/10/2023;1992;49;3;120;360;30/08/2023
01/10/2023;1993;50;9;200;1800;04/09/2023
01/10/2023;1994;53;6;30;180;21/09/2023
01/10/2023;1995;56;5;90;450;26/09/2023
01/10/2023;1996;56;6;30;180;26/09/2023
02/10/2023;1997;2;10;200;2000;08/01/2023
02/10/2023;1998;3;8;190;1520;15/01/2023
02/10/2023;1999;17;3;120;360;16/03/2023
02/10/2023;2000;19;8;190;1520;27/03/2023
02/10/2023;2001;24;2;105;210;22/04/2023
02/10/2023;2002;32;6;30;180;05/06/2023
02/10/2023;2003;32;7;40;280;05/06/2023
02/10/2023;2004;33;5;90;450;08/06/2023
02/10/2023;2005;35;3;120;360;17/06/2023
02/10/2023;2006;38;10;200;2000;13/07/2023
02/10/2023;2007;39;1;100;100;15/07/2023
02/10/2023;2008;43;4;150;600;26/07/2023
02/10/2023;2009;43;1;100;100;26/07/2023
02/10/2023;2010;49;3;120;360;30/08/2023
02/10/2023;2011;53;4;150;600;21/09/2023
02/10/2023;2012;54;8;190;1520;22/09/2023
02/10/2023;2013;55;10;200;2000;22/09/2023
02/10/2023;2014;57;7;40;280;02/10/2023
03/10/2023;2015;2;6;30;180;08/01/2023
03/10/2023;2016;3;6;30;180;15/01/2023
03/10/2023;2017;14;10;200;2000;03/03/2023
03/10/2023;2018;17;5;90;450;16/03/2023
03/10/2023;2019;24;2;105;210;22/04/2023
03/10/2023;2020;32;10;200;2000;05/06/2023
03/10/2023;2021;34;1;100;100;09/06/2023
03/10/2023;2022;36;8;190;1520;09/07/2023
03/10/2023;2023;37;3;120;360;10/07/2023
03/10/2023;2024;41;5;90;450;24/07/2023
03/10/2023;2025;45;3;120;360;30/07/2023
03/10/2023;2026;45;1;100;100;30/07/2023
03/10/2023;2027;46;4;150;600;27/08/2023
03/10/2023;2028;48;3;120;360;29/08/2023
03/10/2023;2029;48;4;150;600;29/08/2023
03/10/2023;2030;51;8;190;1520;14/09/2023
03/10/2023;2031;57;5;90;450;02/10/2023
04/10/2023;2032;2;3;120;360;08/01/2023
04/10/2023;2033;3;5;90;450;15/01/2023
04/10/2023;2034;6;8;190;1520;01/02/2023
04/10/2023;2035;8;9;200;1800;06/02/2023
04/10/2023;2036;11;10;200;2000;16/02/2023
04/10/2023;2037;16;8;190;1520;10/03/2023
04/10/2023;2038;19;6;30;180;27/03/2023
04/10/2023;2039;34;5;90;450;09/06/2023
04/10/2023;2040;36;7;40;280;09/07/2023
04/10/2023;2041;38;8;190;1520;13/07/2023
04/10/2023;2042;43;3;120;360;26/07/2023
04/10/2023;2043;47;9;200;1800;28/08/2023
04/10/2023;2044;48;5;90;450;29/08/2023
04/10/2023;2045;49;7;40;280;30/08/2023
04/10/2023;2046;51;4;150;600;14/09/2023
04/10/2023;2047;52;2;105;210;17/09/2023
04/10/2023;2048;56;4;150;600;26/09/2023
05/10/2023;2049;1;5;90;450;01/01/2023
05/10/2023;2050;2;1;100;100;08/01/2023
05/10/2023;2051;4;3;120;360;17/01/2023
05/10/2023;2052;7;8;190;1520;06/02/2023
05/10/2023;2053;13;5;90;450;03/03/2023
05/10/2023;2054;23;2;105;210;13/04/2023
05/10/2023;2055;26;9;200;1800;26/04/2023
05/10/2023;2056;31;7;40;280;23/05/2023
05/10/2023;2057;44;3;120;360;29/07/2023
05/10/2023;2058;53;8;190;1520;21/09/2023
05/10/2023;2059;55;5;90;450;22/09/2023
05/10/2023;2060;56;2;105;210;26/09/2023
05/10/2023;2061;56;3;120;360;26/09/2023
05/10/2023;2062;57;8;190;1520;02/10/2023
05/10/2023;2063;57;10;200;2000;02/10/2023
06/10/2023;2064;5;7;40;280;31/01/2023
06/10/2023;2065;5;10;200;2000;31/01/2023
06/10/2023;2066;8;1;100;100;06/02/2023
06/10/2023;2067;21;5;90;450;01/04/2023
06/10/2023;2068;21;10;200;2000;01/04/2023
06/10/2023;2069;24;6;30;180;22/04/2023
06/10/2023;2070;24;9;200;1800;22/04/2023
06/10/2023;2071;27;5;90;450;04/05/2023
06/10/2023;2072;27;7;40;280;04/05/2023
06/10/2023;2073;33;9;200;1800;08/06/2023
06/10/2023;2074;36;6;30;180;09/07/2023
06/10/2023;2075;44;4;150;600;29/07/2023
06/10/2023;2076;45;7;40;280;30/07/2023
06/10/2023;2077;47;5;90;450;28/08/2023
06/10/2023;2078;48;10;200;2000;29/08/2023
06/10/2023;2079;48;3;120;360;29/08/2023
06/10/2023;2080;52;2;105;210;17/09/2023
06/10/2023;2081;52;9;200;1800;17/09/2023
06/10/2023;2082;56;10;200;2000;26/09/2023
07/10/2023;2083;19;7;40;280;27/03/2023
07/10/2023;2084;24;3;120;360;22/04/2023
07/10/2023;2085;24;1;100;100;22/04/2023
07/10/2023;2086;26;8;190;1520;26/04/2023
07/10/2023;2087;36;8;190;1520;09/07/2023
07/10/2023;2088;41;5;90;450;24/07/2023
07/10/2023;2089;45;9;200;1800;30/07/2023
07/10/2023;2090;45;5;90;450;30/07/2023
07/10/2023;2091;48;1;100;100;29/08/2023
07/10/2023;2092;53;1;100;100;21/09/2023
07/10/2023;2093;54;10;200;2000;22/09/2023
07/10/2023;2094;55;9;200;1800;22/09/2023
07/10/2023;2095;56;5;90;450;26/09/2023
07/10/2023;2096;57;6;30;180;02/10/2023
08/10/2023;2097;9;8;190;1520;09/02/2023
08/10/2023;2098;9;6;30;180;09/02/2023
08/10/2023;2099;24;1;100;100;22/04/2023
08/10/2023;2100;26;1;100;100;26/04/2023
08/10/2023;2101;34;9;200;1800;09/06/2023
08/10/2023;2102;41;4;150;600;24/07/2023
08/10/2023;2103;52;8;190;1520;17/09/2023
08/10/2023;2104;52;2;105;210;17/09/2023
08/10/2023;2105;53;8;190;1520;21/09/2023
08/10/2023;2106;55;1;100;100;22/09/2023
09/10/2023;2107;7;10;200;2000;06/02/2023
09/10/2023;2108;10;7;40;280;14/02/2023
09/10/2023;2109;12;2;105;210;19/02/2023
09/10/2023;2110;19;1;100;100;27/03/2023
09/10/2023;2111;19;1;100;100;27/03/2023
09/10/2023;2112;24;5;90;450;22/04/2023
09/10/2023;2113;29;3;120;360;13/05/2023
09/10/2023;2114;31;1;100;100;23/05/2023
09/10/2023;2115;33;4;150;600;08/06/2023
09/10/2023;2116;40;7;40;280;15/07/2023
09/10/2023;2117;40;6;30;180;15/07/2023
09/10/2023;2118;45;2;105;210;30/07/2023
09/10/2023;2119;45;2;105;210;30/07/2023
09/10/2023;2120;52;8;190;1520;17/09/2023
09/10/2023;2121;54;7;40;280;22/09/2023
10/10/2023;2122;3;8;190;1520;15/01/2023
10/10/2023;2123;5;4;150;600;31/01/2023
10/10/2023;2124;23;3;120;360;13/04/2023
10/10/2023;2125;29;6;30;180;13/05/2023
10/10/2023;2126;34;10;200;2000;09/06/2023
10/10/2023;2127;42;4;150;600;24/07/2023
10/10/2023;2128;42;3;120;360;24/07/2023
10/10/2023;2129;42;8;190;1520;24/07/2023
10/10/2023;2130;50;9;200;1800;04/09/2023
10/10/2023;2131;52;7;40;280;17/09/2023
10/10/2023;2132;53;8;190;1520;21/09/2023
10/10/2023;2133;53;7;40;280;21/09/2023
10/10/2023;2134;55;10;200;2000;22/09/2023
10/10/2023;2135;57;2;105;210;02/10/2023
11/10/2023;2136;6;2;105;210;01/02/2023
11/10/2023;2137;9;7;40;280;09/02/2023
11/10/2023;2138;11;1;100;100;16/02/2023
11/10/2023;2139;14;8;190;1520;03/03/2023
11/10/2023;2140;16;9;200;1800;10/03/2023
11/10/2023;2141;24;10;200;2000;22/04/2023
11/10/2023;2142;25;2;105;210;25/04/2023
11/10/2023;2143;25;10;200;2000;25/04/2023
11/10/2023;2144;25;5;90;450;25/04/2023
11/10/2023;2145;32;2;105;210;05/06/2023
11/10/2023;2146;34;9;200;1800;09/06/2023
11/10/2023;2147;37;8;190;1520;10/07/2023
11/10/2023;2148;38;2;105;210;13/07/2023
11/10/2023;2149;40;1;100;100;15/07/2023
11/10/2023;2150;41;9;200;1800;24/07/2023
11/10/2023;2151;41;5;90;450;24/07/2023
11/10/2023;2152;42;2;105;210;24/07/2023
11/10/2023;2153;43;7;40;280;26/07/2023
11/10/2023;2154;46;10;200;2000;27/08/2023
11/10/2023;2155;48;9;200;1800;29/08/2023
11/10/2023;2156;49;9;200;1800;30/08/2023
11/10/2023;2157;49;9;200;1800;30/08/2023
11/10/2023;2158;52;1;100;100;17/09/2023
11/10/2023;2159;53;9;200;1800;21/09/2023
11/10/2023;2160;54;9;200;1800;22/09/2023
11/10/2023;2161;54;9;200;1800;22/09/2023
11/10/2023;2162;57;2;105;210;02/10/2023
12/10/2023;2163;2;6;30;180;08/01/2023
12/10/2023;2164;4;4;150;600;17/01/2023
12/10/2023;2165;4;5;90;450;17/01/2023
12/10/2023;2166;7;3;120;360;06/02/2023
12/10/2023;2167;17;8;190;1520;16/03/2023
12/10/2023;2168;33;8;190;1520;08/06/2023
12/10/2023;2169;35;6;30;180;17/06/2023
12/10/2023;2170;37;5;90;450;10/07/2023
12/10/2023;2171;38;5;90;450;13/07/2023
12/10/2023;2172;42;4;150;600;24/07/2023
12/10/2023;2173;42;1;100;100;24/07/2023
12/10/2023;2174;42;6;30;180;24/07/2023
12/10/2023;2175;43;3;120;360;26/07/2023
12/10/2023;2176;44;6;30;180;29/07/2023
12/10/2023;2177;46;10;200;2000;27/08/2023
12/10/2023;2178;47;10;200;2000;28/08/2023
12/10/2023;2179;48;1;100;100;29/08/2023
12/10/2023;2180;48;7;40;280;29/08/2023
12/10/2023;2181;49;2;105;210;30/08/2023
12/10/2023;2182;49;8;190;1520;30/08/2023
12/10/2023;2183;49;9;200;1800;30/08/2023
12/10/2023;2184;51;7;40;280;14/09/2023
12/10/2023;2185;51;3;120;360;14/09/2023
12/10/2023;2186;52;7;40;280;17/09/2023
12/10/2023;2187;53;2;105;210;21/09/2023
12/10/2023;2188;53;4;150;600;21/09/2023
12/10/2023;2189;53;10;200;2000;21/09/2023
12/10/2023;2190;53;10;200;2000;21/09/2023
12/10/2023;2191;54;1;100;100;22/09/2023
12/10/2023;2192;55;3;120;360;22/09/2023
13/10/2023;2193;8;9;200;1800;06/02/2023
13/10/2023;2194;17;1;100;100;16/03/2023
13/10/2023;2195;19;10;200;2000;27/03/2023
13/10/2023;2196;22;6;30;180;03/04/2023
13/10/2023;2197;23;1;100;100;13/04/2023
13/10/2023;2198;26;10;200;2000;26/04/2023
13/10/2023;2199;26;7;40;280;26/04/2023
13/10/2023;2200;30;9;200;1800;23/05/2023
13/10/2023;2201;33;3;120;360;08/06/2023
13/10/2023;2202;34;3;120;360;09/06/2023
13/10/2023;2203;35;2;105;210;17/06/2023
13/10/2023;2204;37;10;200;2000;10/07/2023
13/10/2023;2205;38;3;120;360;13/07/2023
13/10/2023;2206;41;8;190;1520;24/07/2023
13/10/2023;2207;42;3;120;360;24/07/2023
13/10/2023;2208;44;1;100;100;29/07/2023
13/10/2023;2209;53;1;100;100;21/09/2023
13/10/2023;2210;58;7;40;280;12/10/2023
13/10/2023;2211;58;1;100;100;12/10/2023
14/10/2023;2212;7;8;190;1520;06/02/2023
14/10/2023;2213;10;7;40;280;14/02/2023
14/10/2023;2214;11;1;100;100;16/02/2023
14/10/2023;2215;12;9;200;1800;19/02/2023
14/10/2023;2216;17;8;190;1520;16/03/2023
14/10/2023;2217;17;1;100;100;16/03/2023
14/10/2023;2218;27;5;90;450;04/05/2023
14/10/2023;2219;27;1;100;100;04/05/2023
14/10/2023;2220;35;2;105;210;17/06/2023
14/10/2023;2221;38;7;40;280;13/07/2023
14/10/2023;2222;47;5;90;450;28/08/2023
14/10/2023;2223;50;9;200;1800;04/09/2023
14/10/2023;2224;51;2;105;210;14/09/2023
14/10/2023;2225;51;9;200;1800;14/09/2023
14/10/2023;2226;53;4;150;600;21/09/2023
14/10/2023;2227;53;3;120;360;21/09/2023
14/10/2023;2228;55;1;100;100;22/09/2023
14/10/2023;2229;56;9;200;1800;26/09/2023
14/10/2023;2230;58;7;40;280;12/10/2023
14/10/2023;2231;58;4;150;600;12/10/2023
15/10/2023;2232;7;9;200;1800;06/02/2023
15/10/2023;2233;10;2;105;210;14/02/2023
15/10/2023;2234;15;9;200;1800;10/03/2023
15/10/2023;2235;18;8;190;1520;18/03/2023
15/10/2023;2236;26;1;100;100;26/04/2023
15/10/2023;2237;29;8;190;1520;13/05/2023
15/10/2023;2238;29;7;40;280;13/05/2023
15/10/2023;2239;32;5;90;450;05/06/2023
15/10/2023;2240;38;3;120;360;13/07/2023
15/10/2023;2241;38;1;100;100;13/07/2023
15/10/2023;2242;40;1;100;100;15/07/2023
15/10/2023;2243;40;3;120;360;15/07/2023
15/10/2023;2244;49;4;150;600;30/08/2023
15/10/2023;2245;49;9;200;1800;30/08/2023
15/10/2023;2246;51;2;105;210;14/09/2023
15/10/2023;2247;52;6;30;180;17/09/2023
15/10/2023;2248;52;4;150;600;17/09/2023
16/10/2023;2249;7;5;90;450;06/02/2023
16/10/2023;2250;23;9;200;1800;13/04/2023
16/10/2023;2251;27;8;190;1520;04/05/2023
16/10/2023;2252;28;3;120;360;08/05/2023
16/10/2023;2253;32;5;90;450;05/06/2023
16/10/2023;2254;35;1;100;100;17/06/2023
16/10/2023;2255;38;5;90;450;13/07/2023
16/10/2023;2256;39;1;100;100;15/07/2023
